osm_id,name,brand,category,typical_sqft,lat,lon,addr
way/426001042,Kroger,Kroger,grocery_anchor,55000,30.0720748,-95.2429674,"25651 Eastex Freeway, Kingwood"
way/426513624,Walmart Supercenter,Walmart,grocery_anchor,100000,29.5734324,-95.5680203,"5501 TX Highway 6/Alvin-Sugarland Road, Missouri City"
way/427235452,Family Dollar,Family Dollar,dollar_store,8500,29.8401048,-95.3419557,"8826 Jensen Drive, Houston"
way/428377486,Walmart Supercenter,Walmart,grocery_anchor,100000,29.9956546,-95.1764283,"6626 Fm 1960 Rd E, Humble"
way/428980709,Walmart Neighborhood Market,Walmart,grocery_anchor,100000,29.8441868,-95.6448007,"4810 North Highway 6, Houston"
way/428980716,H-E-B,H-E-B,grocery_anchor,90000,29.8473038,-95.6477258,"4955 North Highway 6, Houston"
way/431482912,Walmart Supercenter,Walmart,grocery_anchor,100000,29.9364618,-95.2527775,"9235 North Sam Houston Parkway East, Humble"
way/437412870,Walmart Supercenter,Walmart,grocery_anchor,100000,29.9179874,-95.4156201,"10411 North Freeway, Houston"
way/437769214,H-E-B,H-E-B,grocery_anchor,90000,30.1077629,-95.3874842,"3540 Rayford Road, Spring"
way/438075553,Kroger,Kroger,grocery_anchor,55000,29.7732636,-95.3898464,"1440 Studemont Street, Houston"
way/438665953,Family Dollar,Family Dollar,dollar_store,8500,29.8580545,-95.4225207,"6831 West Montgomery Road, Houston"
way/460438512,San Felipe H-E-B,H-E-B,grocery_anchor,90000,29.7479471,-95.4851166,"5895 San Felipe Street, Houston"
way/465940833,ALDI,Aldi,grocery_anchor,17000,29.7180508,-95.643006,"3601 South Highway 6, Houston"
way/478539111,Family Dollar,Family Dollar,dollar_store,8500,29.8964608,-95.5243064,
way/483639212,Kroger,Kroger,grocery_anchor,55000,29.7006093,-95.8115133,"2050 F.M. 1093, Richmond"
